Country,Country_name,Date,Value,Variable
AUT,Austria,2006-01-01,0.300902708124372,Core
AUT,Austria,2006-02-01,0.200200200200161,Core
AUT,Austria,2006-03-01,0.399201596806395,Core
AUT,Austria,2006-04-01,1.20240480961925,Core
AUT,Austria,2006-05-01,1.00000000000001,Core
AUT,Austria,2006-06-01,0.897308075772692,Core
AUT,Austria,2006-07-01,0.89910089910091,Core
AUT,Austria,2006-08-01,0.89910089910091,Core
AUT,Austria,2006-09-01,1.10110110110107,Core
AUT,Austria,2006-10-01,1.29999999999999,Core
AUT,Austria,2006-11-01,1.40140140140136,Core
AUT,Austria,2006-12-01,1.3986013986014,Core
AUT,Austria,2007-01-01,1.20000000000001,Core
AUT,Austria,2007-02-01,1.5984015984016,Core
AUT,Austria,2007-03-01,1.59045725646123,Core
AUT,Austria,2007-04-01,1.48514851485148,Core
AUT,Austria,2007-05-01,1.68316831683168,Core
AUT,Austria,2007-06-01,1.6798418972332,Core
AUT,Austria,2007-07-01,1.58415841584159,Core
AUT,Austria,2007-08-01,1.58415841584159,Core
AUT,Austria,2007-09-01,1.68316831683168,Core
AUT,Austria,2007-10-01,1.67818361303061,Core
AUT,Austria,2007-11-01,1.67818361303061,Core
AUT,Austria,2007-12-01,1.9704433497537,Core
AUT,Austria,2008-01-01,1.6798418972332,Core
AUT,Austria,2008-02-01,1.47492625368732,Core
AUT,Austria,2008-03-01,1.6634050880626,Core
AUT,Austria,2008-04-01,1.65853658536586,Core
AUT,Austria,2008-05-01,1.85004868549174,Core
AUT,Austria,2008-06-01,1.74927113702623,Core
AUT,Austria,2008-07-01,1.94931773879143,Core
AUT,Austria,2008-08-01,2.04678362573098,Core
AUT,Austria,2008-09-01,2.43427458617332,Core
AUT,Austria,2008-10-01,2.42718446601942,Core
AUT,Austria,2008-11-01,2.23300970873787,Core
AUT,Austria,2008-12-01,2.1256038647343,Core
AUT,Austria,2009-01-01,2.1379980563654,Core
AUT,Austria,2009-02-01,2.3255813953488498,Core
AUT,Austria,2009-03-01,2.21366698748798,Core
AUT,Austria,2009-04-01,2.11132437619962,Core
AUT,Austria,2009-05-01,2.00764818355638,Core
AUT,Austria,2009-06-01,1.62368672397327,Core
AUT,Austria,2009-07-01,1.434034416826,Core
AUT,Austria,2009-08-01,1.81470869149954,Core
AUT,Austria,2009-09-01,1.52091254752853,Core
AUT,Austria,2009-10-01,1.32701421800948,Core
AUT,Austria,2009-11-01,1.32953466286798,Core
AUT,Austria,2009-12-01,1.41911069063389,Core
AUT,Austria,2010-01-01,1.23691722169363,Core
AUT,Austria,2010-02-01,1.13636363636363,Core
AUT,Austria,2010-03-01,1.50659133709983,Core
AUT,Austria,2010-04-01,1.31578947368422,Core
AUT,Austria,2010-05-01,1.21836925960639,Core
AUT,Austria,2010-06-01,1.69172932330826,Core
AUT,Austria,2010-07-01,1.50801131008481,Core
AUT,Austria,2010-08-01,1.21951219512194,Core
AUT,Austria,2010-09-01,1.40449438202248,Core
AUT,Austria,2010-10-01,1.59027128157157,Core
AUT,Austria,2010-11-01,1.59325210871605,Core
AUT,Austria,2010-12-01,1.49253731343282,Core
AUT,Austria,2011-01-01,1.50375939849624,Core
AUT,Austria,2011-02-01,1.93177608907949,Core
AUT,Austria,2011-03-01,1.98706673660293,Core
AUT,Austria,2011-04-01,2.48749395317114,Core
AUT,Austria,2011-05-01,2.3976023976024,Core
AUT,Austria,2011-06-01,2.50747404167,Core
AUT,Austria,2011-07-01,2.58265411468757,Core
AUT,Austria,2011-08-01,2.69248823465695,Core
AUT,Austria,2011-09-01,2.71169273939357,Core
AUT,Austria,2011-10-01,2.42795878154996,Core
AUT,Austria,2011-11-01,2.51740879047154,Core
AUT,Austria,2011-12-01,2.4380031732973,Core
AUT,Austria,2012-01-01,2.29770229770232,Core
AUT,Austria,2012-02-01,1.98216055500495,Core
AUT,Austria,2012-03-01,2.06084396467124,Core
AUT,Austria,2012-04-01,1.95312499999999,Core
AUT,Austria,2012-05-01,1.95121951219513,Core
AUT,Austria,2012-06-01,1.94552529182879,Core
AUT,Austria,2012-07-01,1.85546874999999,Core
AUT,Austria,2012-08-01,1.55793573515091,Core
AUT,Austria,2012-09-01,2.03685741998061,Core
AUT,Austria,2012-10-01,2.3278370514064,Core
AUT,Austria,2012-11-01,2.62135922330094,Core
AUT,Austria,2012-12-01,2.51694094869315,Core
AUT,Austria,2013-01-01,2.5390625,Core
AUT,Austria,2013-02-01,2.33236151603496,Core
AUT,Austria,2013-03-01,2.5,Core
AUT,Austria,2013-04-01,2.1072796934866,Core
AUT,Austria,2013-05-01,2.29665071770337,Core
AUT,Austria,2013-06-01,1.9083969465649,Core
AUT,Austria,2013-07-01,1.82166826462129,Core
AUT,Austria,2013-08-01,2.01342281879197,Core
AUT,Austria,2013-09-01,1.99619771863117,Core
AUT,Austria,2013-10-01,1.70616113744075,Core
AUT,Austria,2013-11-01,1.60832544938507,Core
AUT,Austria,2013-12-01,2.07743153918789,Core
AUT,Austria,2014-01-01,1.80952380952382,Core
AUT,Austria,2014-02-01,1.80436847103516,Core
AUT,Austria,2014-03-01,1.87617260787993,Core
AUT,Austria,2014-04-01,2.06378986866792,Core
AUT,Austria,2014-05-01,1.96445275958839,Core
AUT,Austria,2014-06-01,2.15355805243444,Core
AUT,Austria,2014-07-01,2.16572504708097,Core
AUT,Austria,2014-08-01,2.06766917293232,Core
AUT,Austria,2014-09-01,1.86393289841566,Core
AUT,Austria,2014-10-01,1.86393289841566,Core
AUT,Austria,2014-11-01,2.23463687150838,Core
AUT,Austria,2014-12-01,1.85013876040704,Core
AUT,Austria,2015-01-01,1.8709073900842,Core
AUT,Austria,2015-02-01,1.8958488331486,Core
AUT,Austria,2015-03-01,1.80639939749218,Core
AUT,Austria,2015-04-01,1.7210781820358,Core
AUT,Austria,2015-05-01,1.73770614202918,Core
AUT,Austria,2015-06-01,1.74599726048603,Core
AUT,Austria,2015-07-01,2.00233461940549,Core
AUT,Austria,2015-08-01,2.01042023796812,Core
AUT,Austria,2015-09-01,1.86389108904443,Core
AUT,Austria,2015-10-01,1.96524819460565,Core
AUT,Austria,2015-11-01,1.60182112302589,Core
AUT,Austria,2015-12-01,1.9287007187584,Core
AUT,Austria,2016-01-01,2.13631739572736,Core
AUT,Austria,2016-02-01,1.9269776876268,Core
AUT,Austria,2016-03-01,1.60320641282565,Core
AUT,Austria,2016-04-01,1.40140140140138,Core
AUT,Austria,2016-05-01,1.39860139860142,Core
AUT,Austria,2016-06-01,1.39720558882236,Core
AUT,Austria,2016-07-01,1.3013013013013,Core
AUT,Austria,2016-08-01,1.09999999999999,Core
AUT,Austria,2016-09-01,1.29353233830844,Core
AUT,Austria,2016-10-01,1.39165009940358,Core
AUT,Austria,2016-11-01,1.39026812313801,Core
AUT,Austria,2016-12-01,1.28331688055282,Core
AUT,Austria,2017-01-01,1.49402390438248,Core
AUT,Austria,2017-02-01,1.6915422885572,Core
AUT,Austria,2017-03-01,1.67652859960551,Core
AUT,Austria,2017-04-01,1.97433366238894,Core
AUT,Austria,2017-05-01,1.87192118226601,Core
AUT,Austria,2017-06-01,2.06692913385827,Core
AUT,Austria,2017-07-01,2.07509881422923,Core
AUT,Austria,2017-08-01,2.07715133531159,Core
AUT,Austria,2017-09-01,2.35756385068762,Core
AUT,Austria,2017-10-01,2.15686274509804,Core
AUT,Austria,2017-11-01,2.0568070519099,Core
AUT,Austria,2017-12-01,2.14424951267058,Core
AUT,Austria,2018-01-01,1.96270853778214,Core
AUT,Austria,2018-02-01,2.05479452054794,Core
AUT,Austria,2018-03-01,1.93986420950534,Core
AUT,Austria,2018-04-01,1.83930300096807,Core
AUT,Austria,2018-05-01,1.74081237911025,Core
AUT,Austria,2018-06-01,1.54291224686594,Core
AUT,Austria,2018-07-01,1.74249757986447,Core
AUT,Austria,2018-08-01,1.93798449612403,Core
AUT,Austria,2018-09-01,1.63147792706336,Core
AUT,Austria,2018-10-01,1.7274472168906,Core
AUT,Austria,2018-11-01,1.91938579654511,Core
AUT,Austria,2018-12-01,1.71755725190839,Core
AUT,Austria,2019-01-01,1.82868142444658,Core
AUT,Austria,2019-02-01,1.53403643336532,Core
AUT,Austria,2019-03-01,1.61750713606091,Core
AUT,Austria,2019-04-01,1.52091254752852,Core
AUT,Austria,2019-05-01,1.61596958174906,Core
AUT,Austria,2019-06-01,1.80436847103516,Core
AUT,Austria,2019-07-01,1.52235965746908,Core
AUT,Austria,2019-08-01,1.52091254752852,Core
AUT,Austria,2019-09-01,1.51085930122755,Core
AUT,Austria,2019-10-01,1.60377358490566,Core
AUT,Austria,2019-11-01,1.69491525423729,Core
AUT,Austria,2019-12-01,2.06378986866793,Core
AUT,Austria,2020-01-01,1.98487712665408,Core
AUT,Austria,2020-02-01,2.19763956877876,Core
AUT,Austria,2020-03-01,1.94934542135778,Core
AUT,Austria,2020-04-01,2.05149907408461,Core
AUT,Austria,2020-05-01,1.54780225133153,Core
AUT,Austria,2020-06-01,1.67070989843504,Core
AUT,Austria,2020-07-01,2.24939185776439,Core
AUT,Austria,2020-08-01,1.94934542135778,Core
AUT,Austria,2020-09-01,1.89442001551956,Core
AUT,Austria,2020-10-01,1.90780103891179,Core
AUT,Austria,2020-11-01,1.82676103808562,Core
AUT,Austria,2020-12-01,1.57941399512281,Core
AUT,Austria,2021-01-01,1.61779575328615,Core
AUT,Austria,2021-02-01,1.20967741935483,Core
AUT,Austria,2021-03-01,1.70340681362727,Core
AUT,Austria,2021-04-01,1.6016016016016,Core
AUT,Austria,2021-05-01,2.1105527638191,Core
AUT,Austria,2021-06-01,2.40240240240238,Core
AUT,Austria,2021-07-01,2.29999999999999,Core
AUT,Austria,2021-08-01,2.50501002004007,Core
AUT,Austria,2021-09-01,2.39043824701195,Core
AUT,Austria,2021-10-01,2.38568588469185,Core
AUT,Austria,2021-11-01,2.67857142857142,Core
AUT,Austria,2021-12-01,2.86278381046398,Core
AUT,Austria,2022-01-01,3.38308457711443,Core
AUT,Austria,2022-02-01,4.08366533864541,Core
AUT,Austria,2022-03-01,4.03940886699507,Core
AUT,Austria,2022-04-01,4.13793103448274,Core
BEL,Belgium,2006-01-01,1.13160488368544,Core
BEL,Belgium,2006-02-01,1.14545534090127,Core
BEL,Belgium,2006-03-01,0.689243430580797,Core
BEL,Belgium,2006-04-01,0.85928239585595,Core
BEL,Belgium,2006-05-01,0.81220484777994,Core
BEL,Belgium,2006-06-01,0.636031386271258,Core
BEL,Belgium,2006-07-01,0.380902370901403,Core
BEL,Belgium,2006-08-01,0.452019081341911,Core
BEL,Belgium,2006-09-01,0.308410846916103,Core
BEL,Belgium,2006-10-01,0.250321293032004,Core
BEL,Belgium,2006-11-01,0.231484885753705,Core
BEL,Belgium,2006-12-01,0.407888432932291,Core
BEL,Belgium,2007-01-01,1.33060388945752,Core
BEL,Belgium,2007-02-01,1.43795289855073,Core
BEL,Belgium,2007-03-01,1.77031320926009,Core
BEL,Belgium,2007-04-01,1.74464710547186,Core
BEL,Belgium,2007-05-01,1.66251979190229,Core
BEL,Belgium,2007-06-01,1.55967450271248,Core
BEL,Belgium,2007-07-01,1.70236753100337,Core
BEL,Belgium,2007-08-01,1.59945933768867,Core
BEL,Belgium,2007-09-01,1.54470628030218,Core
BEL,Belgium,2007-10-01,1.66798151696155,Core
BEL,Belgium,2007-11-01,1.73403895957662,Core
BEL,Belgium,2007-12-01,1.80898876404494,Core
BEL,Belgium,2008-01-01,1.71717171717172,Core
BEL,Belgium,2008-02-01,1.67429400602746,Core
BEL,Belgium,2008-03-01,1.75066904549509,Core
BEL,Belgium,2008-04-01,1.43636566083954,Core
BEL,Belgium,2008-05-01,1.73545444432084,Core
BEL,Belgium,2008-06-01,2.00311595815712,Core
BEL,Belgium,2008-07-01,2.01751468795035,Core
BEL,Belgium,2008-08-01,2.039911308204,Core
BEL,Belgium,2008-09-01,2.22074172773707,Core
BEL,Belgium,2008-10-01,2.32790156301964,Core
BEL,Belgium,2008-11-01,2.18040951853901,Core
BEL,Belgium,2008-12-01,2.13000772541663,Core
BEL,Belgium,2009-01-01,2.08540218470705,Core
BEL,Belgium,2009-02-01,2.29443407618839,Core
BEL,Belgium,2009-03-01,2.06027397260274,Core
BEL,Belgium,2009-04-01,2.39297475301868,Core
BEL,Belgium,2009-05-01,2.08857299070529,Core
BEL,Belgium,2009-06-01,2.07287802749291,Core
BEL,Belgium,2009-07-01,1.81462566554385,Core
BEL,Belgium,2009-08-01,1.81442850934374,Core
BEL,Belgium,2009-09-01,1.85748424940255,Core
BEL,Belgium,2009-10-01,1.63579243852236,Core
BEL,Belgium,2009-11-01,1.59228769497402,Core
BEL,Belgium,2009-12-01,1.58850226928895,Core
BEL,Belgium,2010-01-01,1.59965412883701,Core
BEL,Belgium,2010-02-01,1.36295342348143,Core
BEL,Belgium,2010-03-01,1.29925910018254,Core
BEL,Belgium,2010-04-01,1.18996569468268,Core
BEL,Belgium,2010-05-01,1.41388174807199,Core
BEL,Belgium,2010-06-01,1.28259940145363,Core
BEL,Belgium,2010-07-01,1.34471718249733,Core
BEL,Belgium,2010-08-01,1.38725856365384,Core
BEL,Belgium,2010-09-01,1.4183640823291,Core
BEL,Belgium,2010-10-01,1.50287785120445,Core
BEL,Belgium,2010-11-01,1.56733127199062,Core
BEL,Belgium,2010-12-01,1.41474311243484,Core
BEL,Belgium,2011-01-01,1.8191489361702,Core
BEL,Belgium,2011-02-01,1.715193223928,Core
BEL,Belgium,2011-03-01,1.96099215603137,Core
BEL,Belgium,2011-04-01,1.82222693081894,Core
BEL,Belgium,2011-05-01,1.72158850866075,Core
BEL,Belgium,2011-06-01,1.79400590966652,Core
BEL,Belgium,2011-07-01,1.81128896377423,Core
BEL,Belgium,2011-08-01,1.76823492263971,Core
BEL,Belgium,2011-09-01,1.70347003154575,Core
BEL,Belgium,2011-10-01,1.77465084532186,Core
BEL,Belgium,2011-11-01,1.86857022884736,Core
BEL,Belgium,2011-12-01,1.92993496958256,Core
BEL,Belgium,2012-01-01,2.21502455333822,Core
BEL,Belgium,2012-02-01,2.2691787238472,Core
BEL,Belgium,2012-03-01,2.13119866930034,Core
BEL,Belgium,2012-04-01,2.25782957028404,Core
BEL,Belgium,2012-05-01,2.30505658810092,Core
BEL,Belgium,2012-06-01,2.23927016379847,Core
BEL,Belgium,2012-07-01,2.23417459660736,Core
BEL,Belgium,2012-08-01,2.32702451132485,Core
BEL,Belgium,2012-09-01,2.29528535980148,Core
BEL,Belgium,2012-10-01,2.24927775484935,Core
BEL,Belgium,2012-11-01,2.17436108821105,Core
BEL,Belgium,2012-12-01,2.14035809837414,Core
BEL,Belgium,2013-01-01,1.20617397526322,Core
BEL,Belgium,2013-02-01,1.20101781170484,Core
BEL,Belgium,2013-03-01,1.40472312703585,Core
BEL,Belgium,2013-04-01,1.17012617012618,Core
BEL,Belgium,2013-05-01,1.29909672181062,Core
BEL,Belgium,2013-06-01,1.38917055364023,Core
BEL,Belgium,2013-07-01,1.41643059490084,Core
BEL,Belgium,2013-08-01,1.39478471801091,Core
BEL,Belgium,2013-09-01,1.39478471801091,Core
BEL,Belgium,2013-10-01,1.3824419778002,Core
BEL,Belgium,2013-11-01,1.48260211800302,Core
BEL,Belgium,2013-12-01,1.47088454563772,Core
BEL,Belgium,2014-01-01,1.92909807090193,Core
BEL,Belgium,2014-02-01,1.70974554963289,Core
BEL,Belgium,2014-03-01,1.64625577193335,Core
BEL,Belgium,2014-04-01,1.94106406517148,Core
BEL,Belgium,2014-05-01,1.7132551848512,Core
BEL,Belgium,2014-06-01,1.6001600160016,Core
BEL,Belgium,2014-07-01,1.61612130885874,Core
BEL,Belgium,2014-08-01,1.41547049441786,Core
BEL,Belgium,2014-09-01,1.45534290271134,Core
BEL,Belgium,2014-10-01,1.42331044092766,Core
BEL,Belgium,2014-11-01,1.20254422580004,Core
BEL,Belgium,2014-12-01,1.25099285146941,Core
BEL,Belgium,2015-01-01,1.25842251288148,Core
BEL,Belgium,2015-02-01,1.44368634430932,Core
BEL,Belgium,2015-03-01,1.07643689512144,Core
BEL,Belgium,2015-04-01,1.29242304656668,Core
BEL,Belgium,2015-05-01,1.07368006304178,Core
BEL,Belgium,2015-06-01,1.31902746333301,Core
BEL,Belgium,2015-07-01,1.23699194973495,Core
BEL,Belgium,2015-08-01,1.43503046982506,Core
BEL,Belgium,2015-09-01,1.24778934957751,Core
BEL,Belgium,2015-10-01,1.52109911678114,Core
BEL,Belgium,2015-11-01,1.79711283511735,Core
BEL,Belgium,2015-12-01,1.72582859384191,Core
BEL,Belgium,2016-01-01,1.82013895684509,Core
BEL,Belgium,2016-02-01,1.67657666439225,Core
BEL,Belgium,2016-03-01,2.34489496824624,Core
BEL,Belgium,2016-04-01,2.0746079672738,Core
BEL,Belgium,2016-05-01,2.3292076795634,Core
BEL,Belgium,2016-06-01,1.96249878558243,Core
BEL,Belgium,2016-07-01,2.08494957331263,Core
BEL,Belgium,2016-08-01,2.13178294573644,Core
BEL,Belgium,2016-09-01,2.08636584182436,Core
BEL,Belgium,2016-10-01,1.78830352827452,Core
BEL,Belgium,2016-11-01,1.64962377001738,Core
BEL,Belgium,2016-12-01,1.57123578176212,Core
BEL,Belgium,2017-01-01,1.66266218164345,Core
BEL,Belgium,2017-02-01,1.58182341098646,Core
BEL,Belgium,2017-03-01,1.27923627684963,Core
BEL,Belgium,2017-04-01,1.63167938931299,Core
BEL,Belgium,2017-05-01,1.48571428571429,Core
BEL,Belgium,2017-06-01,1.49595045259646,Core
BEL,Belgium,2017-07-01,1.59589626674268,Core
BEL,Belgium,2017-08-01,1.45161290322582,Core
BEL,Belgium,2017-09-01,1.53992395437262,Core
BEL,Belgium,2017-10-01,1.60493827160495,Core
BEL,Belgium,2017-11-01,1.3191610515327,Core
BEL,Belgium,2017-12-01,1.53743949890861,Core
BEL,Belgium,2018-01-01,1.39913027037246,Core
BEL,Belgium,2018-02-01,1.41562853907136,Core
BEL,Belgium,2018-03-01,1.34791215006127,Core
BEL,Belgium,2018-04-01,1.07032203548961,Core
BEL,Belgium,2018-05-01,1.21996996996996,Core
BEL,Belgium,2018-06-01,1.13593691325575,Core
BEL,Belgium,2018-07-01,1.15007012622721,Core
BEL,Belgium,2018-08-01,1.3373234826522,Core
BEL,Belgium,2018-09-01,1.25444673282156,Core
BEL,Belgium,2018-10-01,1.23376016450134,Core
BEL,Belgium,2018-11-01,1.59235668789808,Core
BEL,Belgium,2018-12-01,1.59828021310402,Core
BEL,Belgium,2019-01-01,1.45440984523588,Core
BEL,Belgium,2019-02-01,1.61920714684535,Core
BEL,Belgium,2019-03-01,1.74851190476192,Core
BEL,Belgium,2019-04-01,1.89503019043195,Core
BEL,Belgium,2019-05-01,1.6595586871871,Core
BEL,Belgium,2019-06-01,1.9400352733686,Core
BEL,Belgium,2019-07-01,1.77481974486965,Core
BEL,Belgium,2019-08-01,1.63344407530452,Core
BEL,Belgium,2019-09-01,1.53476331360948,Core
BEL,Belgium,2019-10-01,1.73575847105532,Core
BEL,Belgium,2019-11-01,1.63193804167435,Core
BEL,Belgium,2019-12-01,1.6099356025759,Core
BEL,Belgium,2020-01-01,2.14115052380078,Core
BEL,Belgium,2020-02-01,1.74908424908424,Core
BEL,Belgium,2020-03-01,1.49908592321755,Core
BEL,Belgium,2020-04-01,1.42218980763972,Core
BEL,Belgium,2020-05-01,1.45918832649339,Core
BEL,Belgium,2020-06-01,1.39318885448915,Core
BEL,Belgium,2020-07-01,1.29881925522252,Core
BEL,Belgium,2020-08-01,1.31662580586579,Core
BEL,Belgium,2020-09-01,1.50245856856674,Core
BEL,Belgium,2020-10-01,1.33405935202831,Core
BEL,Belgium,2020-11-01,1.33357525174634,Core
BEL,Belgium,2020-12-01,1.31281122679945,Core
BEL,Belgium,2021-01-01,0.890688259109294,Core
BEL,Belgium,2021-02-01,1.0890108901089,Core
BEL,Belgium,2021-03-01,1.08969740634006,Core
BEL,Belgium,2021-04-01,1.09662921348314,Core
BEL,Belgium,2021-05-01,1.25842696629214,Core
BEL,Belgium,2021-06-01,1.33812303547374,Core
BEL,Belgium,2021-07-01,1.68564511790549,Core
BEL,Belgium,2021-08-01,1.87309553683457,Core
BEL,Belgium,2021-09-01,1.87494393110253,Core
BEL,Belgium,2021-10-01,2.20311660397635,Core
BEL,Belgium,2021-11-01,2.27394807520144,Core
BEL,Belgium,2021-12-01,2.66309204647007,Core
BEL,Belgium,2022-01-01,3.02300695559123,Core
BEL,Belgium,2022-02-01,3.12500000000001,Core
BEL,Belgium,2022-03-01,3.58129175946548,Core
BEL,Belgium,2022-04-01,3.77878545389882,Core
BEL,Belgium,2022-05-01,4.03018197958277,Core
CAN,Canada,2006-01-01,0.998542302979345,Core
CAN,Canada,2006-02-01,1.14459431523324,Core
CAN,Canada,2006-03-01,1.27902941473681,Core
CAN,Canada,2006-04-01,1.24572029503136,Core
CAN,Canada,2006-05-01,1.30751995333849,Core
CAN,Canada,2006-06-01,1.11321989519865,Core
CAN,Canada,2006-07-01,0.915387264233946,Core
CAN,Canada,2006-08-01,1.06638070285636,Core
CAN,Canada,2006-09-01,1.54323476728303,Core
CAN,Canada,2006-10-01,1.81182542951509,Core
CAN,Canada,2006-11-01,1.45592034064915,Core
CAN,Canada,2006-12-01,1.38484944911926,Core
CAN,Canada,2007-01-01,1.93116259191207,Core
CAN,Canada,2007-02-01,1.92722957700017,Core
CAN,Canada,2007-03-01,1.68551921447293,Core
CAN,Canada,2007-04-01,2.17915765369746,Core
CAN,Canada,2007-05-01,2.02039626049131,Core
CAN,Canada,2007-06-01,2.15849479161836,Core
CAN,Canada,2007-07-01,2.72089130136386,Core
CAN,Canada,2007-08-01,2.53111339821704,Core
CAN,Canada,2007-09-01,2.14246718427968,Core
CAN,Canada,2007-10-01,1.80037750209552,Core
CAN,Canada,2007-11-01,1.70001889674712,Core
CAN,Canada,2007-12-01,1.69041720812151,Core
CAN,Canada,2008-01-01,1.16471169428736,Core
CAN,Canada,2008-02-01,1.10567759775321,Core
CAN,Canada,2008-03-01,1.00414208717712,Core
CAN,Canada,2008-04-01,0.888742211566883,Core
CAN,Canada,2008-05-01,0.872352242052701,Core
CAN,Canada,2008-06-01,0.922273730228632,Core
CAN,Canada,2008-07-01,0.626012214410481,Core
CAN,Canada,2008-08-01,0.811629416672824,Core
CAN,Canada,2008-09-01,0.783282644064522,Core
CAN,Canada,2008-10-01,0.92961670242859,Core
CAN,Canada,2008-11-01,1.85297781580652,Core
CAN,Canada,2008-12-01,1.81421095332142,Core
CAN,Canada,2009-01-01,1.7466987126241,Core
CAN,Canada,2009-02-01,1.83101117091632,Core
CAN,Canada,2009-03-01,1.9339507752087,Core
CAN,Canada,2009-04-01,2.01672742022956,Core
CAN,Canada,2009-05-01,2.08344263384578,Core
CAN,Canada,2009-06-01,2.00728486196376,Core
CAN,Canada,2009-07-01,2.06274360601147,Core
CAN,Canada,2009-08-01,1.61455544783265,Core
CAN,Canada,2009-09-01,1.61468848862427,Core
CAN,Canada,2009-10-01,1.75238862117305,Core
CAN,Canada,2009-11-01,0.873953461382591,Core
CAN,Canada,2009-12-01,0.74491225931266,Core
CAN,Canada,2010-01-01,1.26683652569847,Core
CAN,Canada,2010-02-01,1.48719340941434,Core
CAN,Canada,2010-03-01,1.00166887173554,Core
CAN,Canada,2010-04-01,1.12760751429809,Core
CAN,Canada,2010-05-01,1.01476749176766,Core
CAN,Canada,2010-06-01,1.11540314952138,Core
CAN,Canada,2010-07-01,1.30503585592604,Core
CAN,Canada,2010-08-01,1.46296824613194,Core
CAN,Canada,2010-09-01,1.45478626060761,Core
CAN,Canada,2010-10-01,1.69485424024078,Core
CAN,Canada,2010-11-01,1.59102042012674,Core
CAN,Canada,2010-12-01,1.49518148265712,Core
CAN,Canada,2011-01-01,1.51665609080185,Core
CAN,Canada,2011-02-01,1.08259160445951,Core
CAN,Canada,2011-03-01,1.95263950283748,Core
CAN,Canada,2011-04-01,1.34765855684866,Core
CAN,Canada,2011-05-01,1.85262604599529,Core
CAN,Canada,2011-06-01,1.13916644524649,Core
CAN,Canada,2011-07-01,0.963319416305235,Core
CAN,Canada,2011-08-01,1.35820937958794,Core
CAN,Canada,2011-09-01,1.63884592273157,Core
CAN,Canada,2011-10-01,1.37919633235332,Core
CAN,Canada,2011-11-01,1.61209624771893,Core
CAN,Canada,2011-12-01,1.35095423154456,Core
CAN,Canada,2012-01-01,1.50107620712048,Core
CAN,Canada,2012-02-01,1.63292149611692,Core
CAN,Canada,2012-03-01,1.43798570523163,Core
CAN,Canada,2012-04-01,2.07950728966959,Core
CAN,Canada,2012-05-01,1.48367297336322,Core
CAN,Canada,2012-06-01,1.81406137038554,Core
CAN,Canada,2012-07-01,1.520487551315,Core
CAN,Canada,2012-08-01,1.15178050485586,Core
CAN,Canada,2012-09-01,0.846849545703637,Core
CAN,Canada,2012-10-01,0.967507080871588,Core
CAN,Canada,2012-11-01,0.876908685114536,Core
CAN,Canada,2012-12-01,0.967923334031293,Core
CAN,Canada,2013-01-01,0.817969171810929,Core
CAN,Canada,2013-02-01,1.03334106677419,Core
CAN,Canada,2013-03-01,0.989858984214597,Core
CAN,Canada,2013-04-01,0.56346860313443,Core
CAN,Canada,2013-05-01,0.607526819923849,Core
CAN,Canada,2013-06-01,0.682490495113361,Core
CAN,Canada,2013-07-01,0.857244741435198,Core
CAN,Canada,2013-08-01,0.924622171518487,Core
CAN,Canada,2013-09-01,0.997211418933303,Core
CAN,Canada,2013-10-01,0.990714605764027,Core
CAN,Canada,2013-11-01,0.663686496837277,Core
CAN,Canada,2013-12-01,0.81614526002324606,Core
CAN,Canada,2014-01-01,1.06441201874027,Core
CAN,Canada,2014-02-01,1.10217996478652,Core
CAN,Canada,2014-03-01,1.05240227346528,Core
CAN,Canada,2014-04-01,1.1262102203386,Core
CAN,Canada,2014-05-01,1.30672519942199,Core
CAN,Canada,2014-06-01,1.53825286790094,Core
CAN,Canada,2014-07-01,1.53901977432212,Core
CAN,Canada,2014-08-01,1.91087678592442,Core
CAN,Canada,2014-09-01,1.77652603605863,Core
CAN,Canada,2014-10-01,1.97377887622155,Core
CAN,Canada,2014-11-01,2.11713924616808,Core
CAN,Canada,2014-12-01,2.23585445434092,Core
CAN,Canada,2015-01-01,2.4205758643366,Core
CAN,Canada,2015-02-01,2.66477175923905,Core
CAN,Canada,2015-03-01,2.97729327279242,Core
CAN,Canada,2015-04-01,2.96721857593549,Core
CAN,Canada,2015-05-01,2.88632285717714,Core
CAN,Canada,2015-06-01,2.85708021315871,Core
CAN,Canada,2015-07-01,2.96506196339047,Core
CAN,Canada,2015-08-01,2.74282960376022,Core
CAN,Canada,2015-09-01,2.79742328400233,Core
CAN,Canada,2015-10-01,2.50468405087682,Core
CAN,Canada,2015-11-01,2.40572987234469,Core
CAN,Canada,2015-12-01,2.17467562195227,Core
CAN,Canada,2016-01-01,2.06264167348677,Core
CAN,Canada,2016-02-01,1.75978765963778,Core
CAN,Canada,2016-03-01,1.77819707533764,Core
CAN,Canada,2016-04-01,1.89859244431059,Core
CAN,Canada,2016-05-01,2.00437386312571,Core
CAN,Canada,2016-06-01,2.16385684697904,Core
CAN,Canada,2016-07-01,2.15642811927477,Core
CAN,Canada,2016-08-01,1.88240565734469,Core
CAN,Canada,2016-09-01,1.90102179699942,Core
CAN,Canada,2016-10-01,1.88511786463752,Core
CAN,Canada,2016-11-01,1.71354719941532,Core
CAN,Canada,2016-12-01,1.88051302775469,Core
CAN,Canada,2017-01-01,2.12452098590555,Core
CAN,Canada,2017-02-01,2.02088493484526,Core
CAN,Canada,2017-03-01,1.66003349631347,Core
CAN,Canada,2017-04-01,1.51355096307573,Core
CAN,Canada,2017-05-01,1.47773969345654,Core
